USPS	GEOID	ANSICODE	NAME	POP10	HU10	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                    
TX	48331	01383951	Milam County	24757	11305	2633837445	12538897	    1016.930	       4.841	 30.791242	 -96.984395                                                                                         
TX	48333	01383952	Mills County	4936	2846	1937987484	3902577	     748.261	       1.507	 31.494888	 -98.594623                                                                                            
TX	48335	01383953	Mitchell County	9403	4064	2359711652	12489897	     911.090	       4.822	 32.303781	-100.924580                                                                                        
TX	48337	01383954	Montague County	19719	10131	2411034772	19087292	     930.906	       7.370	 33.676289	 -97.724747                                                                                      
TX	48339	01383955	Montgomery County	455746	177647	2698080682	91022528	    1041.735	      35.144	 30.302364	 -95.503523                                                                                  
TX	48341	01383956	Moore County	21904	7881	2330188778	25718171	     899.691	       9.930	 35.835676	-101.890502                                                                                          
TX	48343	01383957	Morris County	12934	6024	652637107	17394113	     251.985	       6.716	 33.116466	 -94.731265                                                                                          
TX	48345	01383958	Motley County	1210	779	2562954830	642801	     989.562	       0.248	 34.058383	-100.793696                                                                                             
TX	48347	01383959	Nacogdoches County	64524	27406	2451520148	89745988	     946.537	      34.651	 31.620560	 -94.620250                                                                                   
TX	48349	01383960	Navarro County	47735	20234	2614922711	197639165	    1009.627	      76.309	 32.048450	 -96.476908                                                                                      
TX	48351	01383961	Newton County	14445	7142	2418212417	15672105	     933.677	       6.051	 30.786718	 -93.739250                                                                                         
TX	48353	01383962	Nolan County	15216	7152	2362061553	5052677	     911.997	       1.951	 32.312338	-100.418108                                                                                           
TX	48355	01383963	Nueces County	340223	141033	2171658351	847226454	     838.482	     327.116	 27.739406	 -97.521643                                                                                     
TX	48357	01383964	Ochiltree County	10223	4062	2376642415	1331778	     917.627	       0.514	 36.278744	-100.815864                                                                                       
TX	48359	01383965	Oldham County	2052	841	3886363298	2338030	    1500.533	       0.903	 35.401921	-102.597620                                                                                            
TX	48361	01383966	Orange County	81837	35313	864197805	118779621	     333.669	      45.861	 30.120918	 -93.893358                                                                                        
TX	48363	01383967	Palo Pinto County	28111	15214	2465126895	87327962	     951.791	      33.718	 32.752210	 -98.317974                                                                                    
TX	48365	01383968	Panola County	23796	10920	2076521423	50644794	     801.749	      19.554	 32.163978	 -94.305156                                                                                        
TX	48367	01383969	Parker County	116927	46628	2339997883	17135889	     903.478	       6.616	 32.777096	 -97.805905                                                                                       
TX	48369	01383970	Parmer County	10269	3799	2281204393	11344140	     880.778	       4.380	 34.532163	-102.784853                                                                                         
TX	48371	01383971	Pecos County	15507	5585	12338306457	2532276	    4763.847	       0.978	 30.770894	-102.719860                                                                                          
TX	48373	01383972	Polk County	45413	22683	2737858277	136147278	    1057.093	      52.567	 30.784553	 -94.837338                                                                                         
TX	48375	01383973	Potter County	121073	47271	2352666798	35275220	     908.370	      13.620	 35.398675	-101.893804                                                                                       
TX	48377	01383974	Presidio County	7818	3825	9985016638	1773160	    3855.237	       0.685	 30.005891	-104.261619                                                                                         
TX	48379	01383975	Rains County	10914	5269	594278071	76082424	     229.452	      29.376	 32.870580	 -95.795440                                                                                           
TX	48381	01383976	Randall County	120725	51587	2360887059	28191926	     911.544	      10.885	 34.962529	-101.895547                                                                                      
TX	48383	01383977	Reagan County	3367	1372	3044015959	1792716	    1175.301	       0.692	 31.372895	-101.513901                                                                                           
TX	48385	01383978	Real County	3309	2599	1810906179	2346315	     699.195	       0.906	 29.823030	 -99.805303                                                                                             
TX	48387	01383979	Red River County	12860	6826	2684724244	52208060	    1036.578	      20.158	 33.619625	 -95.048429                                                                                      
TX	48389	01383980	Reeves County	13783	4640	6825588429	17396749	    2635.375	       6.717	 31.308366	-103.712706                                                                                         
TX	48391	01383981	Refugio County	7383	3726	1995440836	123798787	     770.444	      47.799	 28.312496	 -97.160479                                                                                        
TX	48393	01383982	Roberts County	929	439	2393298505	346847	     924.058	       0.134	 35.836216	-100.807555                                                                                             
TX	48395	01383983	Robertson County	16622	8484	2216209138	25046086	     855.683	       9.670	 31.025481	 -96.514941                                                                                      
TX	48397	01383984	Rockwall County	78337	27939	329020647	56154384	     127.036	      21.681	 32.889216	 -96.407501                                                                                       
TX	48399	01383985	Runnels County	10501	5298	2721933935	15930080	    1050.945	       6.151	 31.833311	 -99.967856                                                                                        
TX	48401	01383986	Rusk County	53330	21191	2393217679	37244181	     924.027	      14.380	 32.109423	 -94.756382                                                                                          
TX	48403	01383987	Sabine County	10834	7988	1272694571	220821460	     491.390	      85.260	 31.343300	 -93.851913                                                                                        
TX	48405	01383988	San Augustine County	8865	5342	1374395555	159647152	     530.657	      61.640	 31.382449	 -94.163180                                                                                  
TX	48407	01383989	San Jacinto County	26384	13187	1474331589	151948930	     569.243	      58.668	 30.574218	 -95.162852                                                                                  
TX	48409	01383990	San Patricio County	64804	26521	1796028941	37539463	     693.451	      14.494	 28.011782	 -97.517165                                                                                  
TX	48411	01383991	San Saba County	6131	3177	2940404691	8072103	    1135.297	       3.117	 31.155138	 -98.819292                                                                                         
TX	48413	01383992	Schleicher County	3461	1489	3394517068	87401	    1310.630	       0.034	 30.896233	-100.527216                                                                                         
TX	48415	01383993	Scurry County	16921	6963	2345088415	5439993	     905.444	       2.100	 32.744462	-100.913399                                                                                          
TX	48417	01383994	Shackelford County	3378	1754	2367989977	3268197	     914.286	       1.262	 32.743788	 -99.347045                                                                                      
TX	48419	01383995	Shelby County	25448	11873	2060551461	101096376	     795.583	      39.034	 31.790137	 -94.142565                                                                                       
TX	48421	01383996	Sherman County	3034	1252	2390650564	428754	     923.035	       0.166	 36.277628	-101.894716                                                                                           
TX	48423	01383997	Smith County	209714	87309	2386555662	73211865	     921.454	      28.267	 32.377093	 -95.269630                                                                                        
TX	48425	01383998	Somervell County	8490	3674	482937084	14222771	     186.463	       5.491	 32.217942	 -97.769211                                                                                        
TX	48427	01383999	Starr County	60968	19526	3168018574	15302285	    1223.179	       5.908	 26.546335	 -98.715803                                                                                         
TX	48429	01384000	Stephens County	9630	4938	2322492721	64133847	     896.719	      24.762	 32.731531	 -98.840081                                                                                        
TX	48431	01384001	Sterling County	1143	615	2391727824	167453	     923.451	       0.065	 31.835774	-101.054911                                                                                           
TX	48433	01384002	Stonewall County	1490	928	2373240591	10177654	     916.313	       3.930	 33.179580	-100.253807                                                                                        
TX	48435	01384003	Sutton County	4128	2031	3765651337	1277067	    1453.926	       0.493	 30.517865	-100.505395                                                                                           
TX	48437	01384004	Swisher County	7854	3221	2305501907	27278704	     890.159	      10.532	 34.530460	-101.732852                                                                                         
TX	48439	01384005	Tarrant County	1809034	714803	2236735560	100223390	     863.608	      38.696	 32.772040	 -97.291291                                                                                   
TX	48441	01384006	Taylor County	131506	55750	2371267567	9721168	     915.552	       3.753	 32.295684	 -99.893220                                                                                        
TX	48443	01384007	Terrell County	984	700	6107258291	105938	    2358.026	       0.041	 30.232332	-102.072539                                                                                             
TX	48445	01384008	Terry County	12651	4828	2302083249	5443913	     888.839	       2.102	 33.171229	-102.339284                                                                                           
TX	48447	01384009	Throckmorton County	1641	1079	2363499284	7586203	     912.552	       2.929	 33.170712	 -99.206137                                                                                     
TX	48449	01384010	Titus County	32334	12054	1051675541	50735856	     406.054	      19.589	 33.214599	 -94.966783                                                                                         
TX	48451	01384011	Tom Green County	110224	46571	3941889598	48104792	    1521.972	      18.573	 31.401583	-100.461355                                                                                    
TX	48453	01384012	Travis County	1024266	441240	2564612388	84967219	     990.202	      32.806	 30.239513	 -97.691270                                                                                     
TX	48455	01384013	Trinity County	14585	8713	1796435449	52733267	     693.608	      20.360	 31.087483	 -95.153291                                                                                        
TX	48457	01384014	Tyler County	21766	10579	2394445956	28806206	     924.501	      11.122	 30.769579	 -94.379449                                                                                         
TX	48459	01384015	Upshur County	39309	16613	1509825676	24998197	     582.947	       9.652	 32.735878	 -94.941649                                                                                        
TX	48461	01384016	Upton County	3355	1548	3215013323	464312	    1241.324	       0.179	 31.353849	-102.042013                                                                                             
TX	48463	01384017	Uvalde County	26405	10811	4019520455	17322264	    1551.946	       6.688	 29.350340	 -99.761074                                                                                        
TX	48465	01384018	Val Verde County	48879	18651	8144863995	227711342	    3144.750	      87.920	 29.884961	-101.146646                                                                                    
TX	48467	01384019	Van Zandt County	52579	22817	2182211358	44167094	     842.557	      17.053	 32.558948	 -95.836391                                                                                     
TX	48469	01384020	Victoria County	86793	35417	2284739169	17334151	     882.143	       6.693	 28.796370	 -96.971198                                                                                      
TX	48471	01384021	Walker County	67861	24058	2030987606	44898006	     784.169	      17.335	 30.743090	 -95.569888                                                                                        
TX	48473	01384022	Waller County	43205	15839	1329777937	11365575	     513.430	       4.388	 30.013578	 -95.982102                                                                                        
TX	48475	01384023	Ward County	10658	4694	2164200161	624207	     835.602	       0.241	 31.513069	-103.105113                                                                                             
TX	48477	01384024	Washington County	33718	15514	1564232347	46094330	     603.954	      17.797	 30.215075	 -96.410272                                                                                    
TX	48479	01384025	Webb County	250304	73496	8706199011	36537745	    3361.482	      14.107	 27.770584	 -99.326641                                                                                         
TX	48481	01384026	Wharton County	41280	17127	2813115336	21289070	    1086.150	       8.220	 29.278480	 -96.229674                                                                                       
TX	48483	01384027	Wheeler County	5410	2730	2368603566	2481251	     914.523	       0.958	 35.392593	-100.253107                                                                                          
TX	48485	01384028	Wichita County	131500	55566	1625932680	13830886	     627.776	       5.340	 33.991103	 -98.716851                                                                                      
TX	48487	01384029	Wilbarger County	13535	6318	2514474467	18257915	     970.844	       7.049	 34.084920	 -99.242440                                                                                      
TX	48489	01384030	Willacy County	22134	7040	1529528675	501715776	     590.554	     193.714	 26.481092	 -97.584223                                                                                       
TX	48491	01384031	Williamson County	422679	162773	2896391221	41793130	    1118.303	      16.136	 30.649030	 -97.605069                                                                                  
TX	48493	01384032	Wilson County	42918	16766	2081658340	12115898	     803.733	       4.678	 29.174303	 -98.085899                                                                                        
TX	48495	01384033	Winkler County	7110	3027	2178456075	414376	     841.107	       0.160	 31.831415	-103.055986                                                                                           
TX	48497	01384034	Wise County	59127	23781	2342442771	47038683	     904.422	      18.162	 33.219095	 -97.653997                                                                                          
TX	48499	01384035	Wood County	41964	20861	1671149162	130753910	     645.234	      50.484	 32.783588	 -95.382166                                                                                         
TX	48501	01384036	Yoakum County	7879	2978	2071234660	34329	     799.708	       0.013	 33.172397	-102.823771                                                                                             
TX	48503	01384037	Young County	18550	8622	2368460066	42451698	     914.468	      16.391	 33.158787	 -98.678267                                                                                          
TX	48505	01384038	Zapata County	14018	6203	2585876105	154370954	     998.412	      59.603	 26.996981	 -99.182603                                                                                        
TX	48507	01384039	Zavala County	11677	4283	3360266896	11209840	    1297.406	       4.328	 28.864652	 -99.759830                                                                                         
UT	49001	01448015	Beaver County	6629	2908	6707757757	5330823	    2589.880	       2.058	 38.357535	-113.238948                                                                                           
UT	49003	01455966	Box Elder County	49975	17326	14880907163	2547942103	    5745.551	     983.766	 41.476021	-113.052922                                                                                  
UT	49005	01448017	Cache County	112656	37024	3016851000	21264707	    1164.813	       8.210	 41.734225	-111.744581                                                                                        
UT	49007	01448018	Carbon County	21403	9551	3829279233	15773974	    1478.493	       6.090	 39.670050	-110.590357                                                                                         
UT	49009	01448019	Daggett County	1059	1141	1805167690	61461652	     696.979	      23.730	 40.890099	-109.505785                                                                                         
UT	49011	01448020	Davis County	306479	97570	773832198	868122919	     298.778	     335.184	 41.037045	-112.202123                                                                                        
UT	49013	01448021	Duchesne County	18607	9493	8394008306	38788291	    3240.945	      14.976	 40.289649	-110.429830                                                                                       
UT	49015	01448022	Emery County	10976	4489	11557340590	24591482	    4462.314	       9.495	 39.009028	-110.721111                                                                                         
UT	49017	01448023	Garfield County	5172	3726	13403502531	85795383	    5175.121	      33.126	 37.831622	-111.450886                                                                                       
UT	49019	01448024	Grand County	9225	4816	9509252821	31439319	    3671.543	      12.139	 38.974326	-109.573450                                                                                           
UT	49021	01448025	Iron County	46163	19667	8538363871	11393799	    3296.681	       4.399	 37.882727	-113.290059                                                                                          
UT	49023	01455158	Juab County	10246	3502	8785958124	36571957	    3392.278	      14.121	 39.710826	-112.794262                                                                                           
UT	49025	01448026	Kane County	7125	5815	10334644139	306367710	    3990.229	     118.289	 37.275118	-111.815413                                                                                          
UT	49027	01448027	Millard County	12503	4939	17022500900	661655253	    6572.425	     255.467	 39.094540	-113.525014                                                                                      
UT	49029	01448028	Morgan County	9469	3006	1577810469	4427355	     609.196	       1.709	 41.091027	-111.577885                                                                                           
UT	49031	01448029	Piute County	1556	898	1962668913	20528115	     757.791	       7.926	 38.335881	-112.129375                                                                                            
UT	49033	01448030	Rich County	2264	2834	2664514120	149136058	    1028.775	      57.582	 41.627598	-111.240227                                                                                           
UT	49035	01448031	Salt Lake County	1029655	364031	1922501205	168569885	     742.282	      65.085	 40.667882	-111.924244                                                                                 
UT	49037	01448032	San Juan County	14746	5734	20253675635	293096059	    7819.988	     113.165	 37.623064	-109.789320                                                                                     
UT	49039	01448033	Sanpete County	27822	10379	4118475669	32075864	    1590.152	      12.385	 39.380588	-111.570451                                                                                       
UT	49041	01448034	Sevier County	20802	8449	4948372346	20259931	    1910.577	       7.822	 38.746824	-111.811930                                                                                         
UT	49043	01448035	Summit County	36324	26545	4847710464	26571027	    1871.712	      10.259	 40.872060	-110.968486                                                                                        
UT	49045	01448036	Tooele County	58218	19455	17978017875	892840669	    6941.352	     344.728	 40.467692	-113.124015                                                                                      
UT	49047	01448037	Uintah County	32588	11972	11602350635	56186719	    4479.693	      21.694	 40.125887	-109.517748                                                                                       
UT	49049	01448038	Utah County	516564	148350	5188922666	364307082	    2003.454	     140.660	 40.120409	-111.668667                                                                                       
UT	49051	01448039	Wasatch County	23530	10577	3044533262	78953594	    1175.501	      30.484	 40.334884	-111.161568                                                                                       
UT	49053	01448040	Washington County	138115	57734	6284236933	9307859	    2426.358	       3.594	 37.262531	-113.487800                                                                                    
UT	49055	01448041	Wayne County	2778	1591	6373122094	15054792	    2460.676	       5.813	 38.261229	-110.990322                                                                                           
UT	49057	01448042	Weber County	231236	86187	1492050864	215752373	     576.084	      83.302	 41.270355	-111.875879                                                                                       
VT	50001	01461757	Addison County	36821	16760	1984773428	107309272	     766.325	      41.432	 44.031248	 -73.141581                                                                                      
VT	50003	01461758	Bennington County	37125	20922	1748190656	6931622	     674.980	       2.676	 43.035325	 -73.111460                                                                                     
VT	50005	01461759	Caledonia County	31227	15942	1680549138	22462605	     648.864	       8.673	 44.468791	 -72.112168                                                                                     
VT	50007	01461760	Chittenden County	156545	65722	1389731195	214245176	     536.578	      82.721	 44.460675	 -73.070525                                                                                  
VT	50009	01461761	Essex County	6306	5019	1718710619	30291452	     663.598	      11.696	 44.724021	 -71.732736                                                                                           
VT	50011	01461762	Franklin County	47746	21588	1641291023	150933050	     633.706	      58.276	 44.858964	 -72.909402                                                                                     
VT	50013	01461763	Grand Isle County	6970	5048	211890629	292297787	      81.811	     112.857	 44.801788	 -73.300758                                                                                      
VT	50015	01461764	Lamoille County	24475	12969	1188278167	12661498	     458.797	       4.889	 44.603504	 -72.638355                                                                                      
VT	50017	01461765	Orange County	28936	14845	1779407245	13552112	     687.033	       5.232	 44.003392	 -72.369687                                                                                        
VT	50019	01461766	Orleans County	27231	16162	1795556430	72249285	     693.268	      27.896	 44.828442	 -72.251630                                                                                       
VT	50021	01461767	Rutland County	61642	33768	2408224790	38744350	     929.821	      14.959	 43.580844	 -73.038196                                                                                       
VT	50023	01461768	Washington County	59534	29941	1779926134	21213229	     687.233	       8.190	 44.274953	 -72.609475                                                                                    
VT	50025	01461769	Windham County	44513	29735	2033930747	33055836	     785.305	      12.763	 42.999143	 -72.716335                                                                                       
VT	50027	01461770	Windsor County	56670	34118	2510570288	19288908	     969.337	       7.447	 43.588143	 -72.591514                                                                                       
VA	51001	01480091	Accomack County	33164	21002	1164189289	2228794013	     449.496	     860.542	 37.765944	 -75.757807                                                                                    
VA	51003	01675170	Albemarle County	98970	42122	1866599905	14035672	     720.698	       5.419	 38.024184	 -78.553506                                                                                     
VA	51005	01673675	Alleghany County	16250	8074	1153727336	8535515	     445.457	       3.296	 37.787905	 -80.008669                                                                                       
VA	51007	01497770	Amelia County	12690	5359	920142596	8424838	     355.269	       3.253	 37.336131	 -77.973218                                                                                           
VA	51009	01480095	Amherst County	32353	13976	1227484444	12730183	     473.934	       4.915	 37.630362	 -79.147848                                                                                       
VA	51011	01497238	Appomattox County	14973	6921	863744566	3204517	     333.494	       1.237	 37.370725	 -78.810940                                                                                       
VA	51013	01480097	Arlington County	207627	105404	67273573	244125	      25.974	       0.094	 38.878337	 -77.100703                                                                                       
VA	51015	01480098	Augusta County	73750	31194	2504515631	9987990	     966.999	       3.856	 38.167807	 -79.146682                                                                                        
VA	51017	01673638	Bath County	4731	3270	1370512659	14049862	     529.158	       5.425	 38.068988	 -79.732898                                                                                            
VA	51019	01674818	Bedford County	68676	31937	1950314965	42043879	     753.021	      16.233	 37.312408	 -79.527947                                                                                       
VA	51021	01494613	Bland County	6824	3265	926503435	2598063	     357.725	       1.003	 37.130612	 -81.125853                                                                                             
VA	51023	01674418	Botetourt County	33148	14562	1401706839	12195597	     541.202	       4.709	 37.553193	 -79.805318                                                                                     
VA	51025	01493961	Brunswick County	17434	8166	1466381601	8317961	     566.173	       3.212	 36.764531	 -77.860916                                                                                       
VA	51027	01497431	Buchanan County	24098	11576	1302149008	2798065	     502.763	       1.080	 37.268120	 -82.038151                                                                                       
VA	51029	01501502	Buckingham County	17146	7244	1501304577	10098910	     579.657	       3.899	 37.573928	 -78.529169                                                                                     
VA	51031	01674917	Campbell County	54842	24769	1305008854	8962147	     503.867	       3.460	 37.210151	 -79.095428                                                                                       
VA	51033	01480107	Caroline County	28545	11729	1366252458	24233022	     527.513	       9.356	 38.030319	 -77.352348                                                                                      
VA	51035	01480108	Carroll County	30042	16569	1229441060	7648352	     474.690	       2.953	 36.732426	 -80.728043                                                                                        
VA	51036	01480109	Charles City County	7256	3229	473494077	55490534	     182.817	      21.425	 37.361048	 -77.054171                                                                                     
VA	51037	01492442	Charlotte County	12586	6273	1230945745	5827738	     475.271	       2.250	 37.014091	 -78.661424                                                                                       
VA	51041	01480111	Chesterfield County	316236	122555	1096334108	35372995	     423.297	      13.658	 37.378434	 -77.585847                                                                                
VA	51043	01690562	Clarke County	14034	6235	456297605	5658686	     176.177	       2.185	 39.115931	 -77.992004                                                                                           
VA	51045	01673664	Craig County	5190	2809	853489575	2798854	     329.534	       1.081	 37.473129	 -80.231734                                                                                             
VA	51047	01497831	Culpeper County	46689	17657	982210871	8572037	     379.234	       3.310	 38.485930	 -77.956476                                                                                        
VA	51049	01494109	Cumberland County	10052	4626	770419651	5931713	     297.461	       2.290	 37.520189	 -78.252836                                                                                       
VA	51051	01497376	Dickenson County	15903	7579	856074924	8106974	     330.532	       3.130	 37.137081	 -82.349208                                                                                        
VA	51053	01690739	Dinwiddie County	28001	11422	1304619086	9001586	     503.716	       3.476	 37.073498	 -77.635492                                                                                      
VA	51057	01480118	Essex County	11151	5757	665944393	74793611	     257.123	      28.878	 37.939480	 -76.941871                                                                                           
VA	51059	01480119	Fairfax County	1081726	407998	1012604465	39567297	     390.969	      15.277	 38.833742	 -77.276117                                                                                    
VA	51061	01480120	Fauquier County	65203	25600	1676885536	9779829	     647.449	       3.776	 38.744103	 -77.821585                                                                                       
VA	51063	01494354	Floyd County	15279	7790	985283867	2257557	     380.420	       0.872	 36.931438	 -80.350309                                                                                            
VA	51065	01494061	Fluvanna County	25691	10383	740750095	10731289	     286.005	       4.143	 37.830606	 -78.284445                                                                                       
VA	51067	01494434	Franklin County	56159	29315	1788195297	54706602	     690.426	      21.122	 36.992350	 -79.883959                                                                                      
VA	51069	01480124	Frederick County	78305	31346	1070949703	5207928	     413.496	       2.011	 39.203637	 -78.263916                                                                                      
VA	51071	01494551	Giles County	17286	8319	921469073	12017000	     355.781	       4.640	 37.311930	 -80.717178                                                                                           
VA	51073	01480126	Gloucester County	36858	15852	564116907	181748785	     217.807	      70.174	 37.403541	 -76.523505                                                                                    
VA	51075	01674271	Goochland County	21717	8618	728861838	21988018	     281.415	       8.490	 37.724166	 -77.914273                                                                                       
VA	51077	01501196	Grayson County	15533	9156	1145227587	9790865	     442.175	       3.780	 36.656303	 -81.225337                                                                                         
VA	51079	01480129	Greene County	18403	7509	404675804	1706935	     156.246	       0.659	 38.297981	 -78.470163                                                                                           
VA	51081	01501122	Greensville County	12243	4090	764632769	4093693	     295.226	       1.581	 36.680225	 -77.560261                                                                                      
VA	51083	01496705	Halifax County	36241	18004	2118193284	30547676	     817.839	      11.795	 36.766461	 -78.939614                                                                                       
VA	51085	01480132	Hanover County	99863	38360	1213502928	13648770	     468.536	       5.270	 37.760165	 -77.490992                                                                                       
VA	51087	01480133	Henrico County	306935	132778	605271846	29034990	     233.697	      11.210	 37.437520	 -77.300333                                                                                      
VA	51089	01502770	Henry County	54151	26268	990240760	5299482	     382.334	       2.046	 36.620593	 -79.980584                                                                                           
VA	51091	01673774	Highland County	2321	1837	1075249079	1805636	     415.156	       0.697	 38.356672	 -79.567958                                                                                         
VA	51093	01702378	Isle of Wight County	35270	14633	817432028	122288802	     315.612	      47.216	 36.901418	 -76.707569                                                                                 
VA	51095	01480135	James City County	67009	29797	368909132	95320887	     142.437	      36.804	 37.324427	 -76.778319                                                                                     
VA	51097	01480136	King and Queen County	6945	3414	816203901	28872700	     315.138	      11.148	 37.720994	 -76.891090                                                                                   
VA	51099	01480137	King George County	23584	9477	465255721	21034751	     179.636	       8.122	 38.277179	 -77.162702                                                                                     
VA	51101	01480138	King William County	15935	6522	709504582	30285503	     273.941	      11.693	 37.708260	 -77.091054                                                                                    
VA	51103	01480139	Lancaster County	11391	7402	345115848	254201621	     133.250	      98.148	 37.703831	 -76.413199                                                                                      
VA	51105	01496538	Lee County	25587	11745	1127987182	4897841	     435.518	       1.891	 36.702162	 -83.130334                                                                                            
VA	51107	01480141	Loudoun County	312311	109442	1335297272	14445102	     515.561	       5.577	 39.081130	 -77.638857                                                                                     
VA	51109	01494707	Louisa County	33153	16319	1285411656	37739413	     496.300	      14.571	 37.971681	 -77.959178                                                                                        
VA	51111	01492239	Lunenburg County	12914	5935	1118054299	1795027	     431.683	       0.693	 36.945757	 -78.242313                                                                                       
VA	51113	01494590	Madison County	13308	5932	830565702	3085790	     320.683	       1.191	 38.412059	 -78.276961                                                                                          
VA	51115	01480145	Mathews County	8978	5669	222555448	430023616	      85.929	     166.033	 37.425348	 -76.268808                                                                                         
VA	51117	01500747	Mecklenburg County	32727	18591	1619998831	139194241	     625.485	      53.743	 36.687256	 -78.368959                                                                                  
VA	51119	01480147	Middlesex County	10959	7133	337492226	208378288	     130.306	      80.455	 37.606828	 -76.527958                                                                                      
VA	51121	01674630	Montgomery County	94392	38569	1002361193	5830296	     387.014	       2.251	 37.174884	 -80.387314                                                                                     
VA	51125	01500936	Nelson County	15020	9931	1219510167	8934492	     470.856	       3.450	 37.790016	 -78.879393                                                                                          
VA	51127	01480150	New Kent County	18429	7295	543196546	35592371	     209.729	      13.742	 37.498974	 -76.993339                                                                                        
VA	51131	01480151	Northampton County	12389	7301	548073024	1511612271	     211.612	     583.637	 37.302629	 -75.923868                                                                                   
VA	51133	01480152	Northumberland County	12330	8995	495452184	244302267	     191.295	      94.326	 37.856974	 -76.379687                                                                                 
VA	51135	01493928	Nottoway County	15853	6650	814271729	4291758	     314.392	       1.657	 37.143695	 -78.052162                                                                                         
VA	51137	01494761	Orange County	33481	14616	882624058	6426574	     340.783	       2.481	 38.250439	 -78.009980                                                                                          
VA	51139	01500440	Page County	24042	11600	805112691	8338367	     310.856	       3.219	 38.623751	 -78.490471                                                                                            
VA	51141	01497999	Patrick County	18490	10083	1251212174	7165464	     483.096	       2.767	 36.667327	 -80.286141                                                                                        
VA	51143	01480157	Pittsylvania County	63506	31307	2509545576	23916652	     968.941	       9.234	 36.821721	 -79.398502                                                                                  
VA	51145	01674225	Powhatan County	28046	10043	673969480	5505282	     260.221	       2.126	 37.549404	 -77.912855                                                                                        
VA	51147	01492359	Prince Edward County	23368	9149	906392425	10040456	     349.960	       3.877	 37.224881	 -78.432957                                                                                   
VA	51149	01480160	Prince George County	35725	12056	686749234	43215046	     265.155	      16.685	 37.187325	 -77.220993                                                                                  
VA	51153	01480161	Prince William County	402002	137115	871276091	31269436	     336.402	      12.073	 38.702332	 -77.478887                                                                               
VA	51155	01501465	Pulaski County	34872	17235	828427584	25216023	     319.858	       9.736	 37.063385	 -80.713444                                                                                        
VA	51157	01673976	Rappahannock County	7373	3839	689525028	2068623	     266.227	       0.799	 38.684522	 -78.168824                                                                                      
VA	51159	01480164	Richmond County	9254	3850	495962821	64400119	     191.492	      24.865	 37.942894	 -76.730561                                                                                         
VA	51161	01480165	Roanoke County	92376	40016	648838102	1887387	     250.518	       0.729	 37.331077	 -80.190110                                                                                         
VA	51163	01480166	Rockbridge County	22307	11152	1547668571	8841414	     597.558	       3.414	 37.814517	 -79.447754                                                                                     
VA	51165	01488970	Rockingham County	76314	33660	2199121564	11060921	     849.086	       4.271	 38.511257	 -78.876307                                                                                    
VA	51167	01497573	Russell County	28897	13484	1227192858	7593794	     473.822	       2.932	 36.933420	 -82.095934                                                                                        
VA	51169	01498172	Scott County	23177	11916	1387017232	8052092	     535.530	       3.109	 36.712778	 -82.613627                                                                                          
VA	51171	01673918	Shenandoah County	41993	20876	1317722983	8801811	     508.776	       3.398	 38.856204	 -78.573987                                                                                     
VA	51173	01500545	Smyth County	32208	15427	1167897823	3526059	     450.928	       1.361	 36.842318	 -81.539786                                                                                          
VA	51175	01480171	Southampton County	18570	7473	1551777074	8248296	     599.145	       3.185	 36.720173	 -77.103856                                                                                     
VA	51177	01480172	Spotsylvania County	122397	45185	1039870690	33047780	     401.496	      12.760	 38.182311	 -77.656280                                                                                 
VA	51179	01480173	Stafford County	128961	43978	696591933	28419416	     268.956	      10.973	 38.418933	 -77.459043                                                                                      
VA	51181	01480174	Surry County	7058	3444	722475771	81216951	     278.949	      31.358	 37.119761	 -76.880172                                                                                            
VA	51183	01690257	Sussex County	12087	4696	1269664203	6755314	     490.220	       2.608	 36.926645	 -77.259732                                                                                          
VA	51185	01497748	Tazewell County	45078	20826	1343805085	2914823	     518.846	       1.125	 37.125395	 -81.562924                                                                                       
VA	51187	01674058	Warren County	37575	16034	552872306	8483552	     213.465	       3.276	 38.908187	 -78.207131                                                                                          
VA	51191	01498359	Washington County	54876	25601	1452917904	12999399	     560.975	       5.019	 36.747813	 -81.950291                                                                                    
